10000 0.04
20000 0.08
30000 0.12
40000 0.16
50000 0.2
60000 0.24
70000 0.28
80000 0.32
90000 0.3601
100000 0.4001
110000 0.440066666666667
120000 0.4801
130000 0.520033333333333
140000 0.5601
150000 0.6001
160000 0.6401
170000 0.6791
180000 0.720333333333333
190000 0.724833333333333
200000 0.7334
210000 0.734866666666667
220000 0.7261
230000 0.721766666666667
240000 0.725833333333333
250000 0.759033333333333
260000 0.731033333333333
270000 0.7162
280000 0.727333333333333
290000 0.728533333333333
300000 0.753366666666667
